2024-03-19 20:29:02 : scalar : MinMaxScalar
2024-03-19 20:29:02 : train test split : 0.25
2024-03-19 20:29:02 : random state : 15
2024-03-19 20:29:02 : epochs : 100
2024-03-19 20:29:02 : learning rate : 0.01
2024-03-19 20:29:02 : activation function : relu
2024-03-19 20:29:02 : loss function : mean_squared_error
2024-03-19 20:29:02 : Optimizer : Adam

2024-03-19 20:29:02 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 1.706848 	 Accuracy : 0.788922
Epoch : 2 	 Error : 0.16554 	 Accuracy : 0.791916
Epoch : 3 	 Error : 0.160877 	 Accuracy : 0.793413
Epoch : 4 	 Error : 0.159474 	 Accuracy : 0.79491
Epoch : 5 	 Error : 0.158235 	 Accuracy : 0.79491
Epoch : 6 	 Error : 0.156754 	 Accuracy : 0.79491
Epoch : 7 	 Error : 0.152881 	 Accuracy : 0.812874
Epoch : 8 	 Error : 0.149221 	 Accuracy : 0.812874
Epoch : 9 	 Error : 0.149179 	 Accuracy : 0.812874
Epoch : 10 	 Error : 0.149282 	 Accuracy : 0.814371
Epoch : 11 	 Error : 0.148053 	 Accuracy : 0.812874
Epoch : 12 	 Error : 0.148143 	 Accuracy : 0.815868
Epoch : 13 	 Error : 0.147703 	 Accuracy : 0.811377
Epoch : 14 	 Error : 0.147128 	 Accuracy : 0.811377
Epoch : 15 	 Error : 0.146382 	 Accuracy : 0.811377
Epoch : 16 	 Error : 0.145392 	 Accuracy : 0.817365
Epoch : 17 	 Error : 0.145884 	 Accuracy : 0.815868
Epoch : 18 	 Error : 0.143893 	 Accuracy : 0.820359
Epoch : 19 	 Error : 0.143556 	 Accuracy : 0.817365
Epoch : 20 	 Error : 0.142062 	 Accuracy : 0.814371
Epoch : 21 	 Error : 0.142913 	 Accuracy : 0.821856
Epoch : 22 	 Error : 0.141849 	 Accuracy : 0.826347
Epoch : 23 	 Error : 0.142304 	 Accuracy : 0.829341
Epoch : 24 	 Error : 0.141464 	 Accuracy : 0.823353
Epoch : 25 	 Error : 0.141518 	 Accuracy : 0.823353
Epoch : 26 	 Error : 0.140058 	 Accuracy : 0.823353
Epoch : 27 	 Error : 0.140637 	 Accuracy : 0.823353
Epoch : 28 	 Error : 0.140264 	 Accuracy : 0.826347
Epoch : 29 	 Error : 0.139736 	 Accuracy : 0.827844
Epoch : 30 	 Error : 0.139284 	 Accuracy : 0.826347
Epoch : 31 	 Error : 0.138827 	 Accuracy : 0.826347
Epoch : 32 	 Error : 0.138642 	 Accuracy : 0.826347
Epoch : 33 	 Error : 0.13832 	 Accuracy : 0.82485
Epoch : 34 	 Error : 0.137759 	 Accuracy : 0.817365
Epoch : 35 	 Error : 0.137338 	 Accuracy : 0.814371
Epoch : 36 	 Error : 0.136869 	 Accuracy : 0.821856
Epoch : 37 	 Error : 0.137304 	 Accuracy : 0.829341
Epoch : 38 	 Error : 0.136849 	 Accuracy : 0.817365
Epoch : 39 	 Error : 0.135877 	 Accuracy : 0.820359
