2024-03-19 20:28:23 : scalar : MinMaxScalar
2024-03-19 20:28:23 : train test split : 0.25
2024-03-19 20:28:23 : random state : 15
2024-03-19 20:28:23 : epochs : 100
2024-03-19 20:28:23 : learning rate : 0.01
2024-03-19 20:28:23 : activation function : sigmoid
2024-03-19 20:28:23 : loss function : mean_squared_error
2024-03-19 20:28:23 : Optimizer : Adam

2024-03-19 20:28:23 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 0.306526 	 Accuracy : 0.788922
Epoch : 2 	 Error : 0.153447 	 Accuracy : 0.800898
Epoch : 3 	 Error : 0.150479 	 Accuracy : 0.803892
Epoch : 4 	 Error : 0.149276 	 Accuracy : 0.805389
Epoch : 5 	 Error : 0.148497 	 Accuracy : 0.80988
Epoch : 6 	 Error : 0.147911 	 Accuracy : 0.812874
Epoch : 7 	 Error : 0.147429 	 Accuracy : 0.814371
Epoch : 8 	 Error : 0.147012 	 Accuracy : 0.815868
Epoch : 9 	 Error : 0.14664 	 Accuracy : 0.815868
Epoch : 10 	 Error : 0.146298 	 Accuracy : 0.815868
Epoch : 11 	 Error : 0.145975 	 Accuracy : 0.817365
Epoch : 12 	 Error : 0.145665 	 Accuracy : 0.815868
Epoch : 13 	 Error : 0.145367 	 Accuracy : 0.812874
Epoch : 14 	 Error : 0.145083 	 Accuracy : 0.80988
Epoch : 15 	 Error : 0.144811 	 Accuracy : 0.80988
Epoch : 16 	 Error : 0.144545 	 Accuracy : 0.808383
Epoch : 17 	 Error : 0.144273 	 Accuracy : 0.808383
Epoch : 18 	 Error : 0.143983 	 Accuracy : 0.808383
Epoch : 19 	 Error : 0.143663 	 Accuracy : 0.806886
Epoch : 20 	 Error : 0.143308 	 Accuracy : 0.805389
Epoch : 21 	 Error : 0.142916 	 Accuracy : 0.803892
Epoch : 22 	 Error : 0.142488 	 Accuracy : 0.803892
Epoch : 23 	 Error : 0.142025 	 Accuracy : 0.802395
Epoch : 24 	 Error : 0.141529 	 Accuracy : 0.805389
Epoch : 25 	 Error : 0.141003 	 Accuracy : 0.811377
Epoch : 26 	 Error : 0.140452 	 Accuracy : 0.812874
Epoch : 27 	 Error : 0.139881 	 Accuracy : 0.815868
Epoch : 28 	 Error : 0.139299 	 Accuracy : 0.820359
