2024-03-19 20:38:39 : scalar : MinMaxScalar
2024-03-19 20:38:39 : train test split : 0.25
2024-03-19 20:38:39 : random state : 15
2024-03-19 20:38:39 : epochs : 100
2024-03-19 20:38:39 : learning rate : 0.001
2024-03-19 20:38:39 : activation function : tanh
2024-03-19 20:38:39 : loss function : mean_squared_error
2024-03-19 20:38:39 : Optimizer : SGDMomentum

2024-03-19 20:38:39 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 0.407793 	 Accuracy : 0.631737
Epoch : 2 	 Error : 0.338171 	 Accuracy : 0.631737
Epoch : 3 	 Error : 0.338139 	 Accuracy : 0.631737
Epoch : 4 	 Error : 0.338111 	 Accuracy : 0.631737
Epoch : 5 	 Error : 0.338085 	 Accuracy : 0.631737
Epoch : 6 	 Error : 0.338058 	 Accuracy : 0.631737
Epoch : 7 	 Error : 0.338029 	 Accuracy : 0.631737
Epoch : 8 	 Error : 0.337994 	 Accuracy : 0.631737
Epoch : 9 	 Error : 0.33795 	 Accuracy : 0.631737
Epoch : 10 	 Error : 0.337884 	 Accuracy : 0.631737
Epoch : 11 	 Error : 0.337773 	 Accuracy : 0.631737
Epoch : 12 	 Error : 0.337528 	 Accuracy : 0.631737
Epoch : 13 	 Error : 0.336435 	 Accuracy : 0.631737
Epoch : 14 	 Error : 0.327208 	 Accuracy : 0.631737
Epoch : 15 	 Error : 0.316723 	 Accuracy : 0.631737
Epoch : 16 	 Error : 0.316589 	 Accuracy : 0.631737
Epoch : 17 	 Error : 0.316219 	 Accuracy : 0.631737
Epoch : 18 	 Error : 0.314726 	 Accuracy : 0.631737
Epoch : 19 	 Error : 0.275386 	 Accuracy : 0.755988
Epoch : 20 	 Error : 0.210891 	 Accuracy : 0.790419
Epoch : 21 	 Error : 0.208703 	 Accuracy : 0.791916
Epoch : 22 	 Error : 0.195927 	 Accuracy : 0.785928
Epoch : 23 	 Error : 0.187359 	 Accuracy : 0.752994
Epoch : 24 	 Error : 0.175194 	 Accuracy : 0.742515
Epoch : 25 	 Error : 0.172709 	 Accuracy : 0.747006
Epoch : 26 	 Error : 0.170876 	 Accuracy : 0.747006
Epoch : 27 	 Error : 0.169653 	 Accuracy : 0.748503
Epoch : 28 	 Error : 0.16877 	 Accuracy : 0.748503
Epoch : 29 	 Error : 0.168062 	 Accuracy : 0.748503
Epoch : 30 	 Error : 0.167464 	 Accuracy : 0.75
Epoch : 31 	 Error : 0.166958 	 Accuracy : 0.748503
Epoch : 32 	 Error : 0.166529 	 Accuracy : 0.751497
Epoch : 33 	 Error : 0.166164 	 Accuracy : 0.752994
Epoch : 34 	 Error : 0.16585 	 Accuracy : 0.754491
Epoch : 35 	 Error : 0.165575 	 Accuracy : 0.755988
Epoch : 36 	 Error : 0.16533 	 Accuracy : 0.757485
Epoch : 37 	 Error : 0.165105 	 Accuracy : 0.755988
Epoch : 38 	 Error : 0.164891 	 Accuracy : 0.754491
Epoch : 39 	 Error : 0.164684 	 Accuracy : 0.754491
Epoch : 40 	 Error : 0.164482 	 Accuracy : 0.754491
Epoch : 41 	 Error : 0.164281 	 Accuracy : 0.754491
Epoch : 42 	 Error : 0.164084 	 Accuracy : 0.754491
Epoch : 43 	 Error : 0.163888 	 Accuracy : 0.754491
Epoch : 44 	 Error : 0.163695 	 Accuracy : 0.754491
Epoch : 45 	 Error : 0.163504 	 Accuracy : 0.748503
Epoch : 46 	 Error : 0.163316 	 Accuracy : 0.747006
Epoch : 47 	 Error : 0.163131 	 Accuracy : 0.75
Epoch : 48 	 Error : 0.162949 	 Accuracy : 0.752994
