2024-03-19 20:39:09 : scalar : MinMaxScalar
2024-03-19 20:39:09 : train test split : 0.25
2024-03-19 20:39:09 : random state : 15
2024-03-19 20:39:09 : epochs : 100
2024-03-19 20:39:09 : learning rate : 0.001
2024-03-19 20:39:09 : activation function : relu
2024-03-19 20:39:09 : loss function : mean_squared_error
2024-03-19 20:39:09 : Optimizer : Adam

2024-03-19 20:39:09 : The accuracy and error with respect to the epochs
Epoch : 1 	 Error : 8.099264 	 Accuracy : 0.565868
Epoch : 2 	 Error : 0.224315 	 Accuracy : 0.782934
Epoch : 3 	 Error : 0.161181 	 Accuracy : 0.800898
Epoch : 4 	 Error : 0.155839 	 Accuracy : 0.805389
Epoch : 5 	 Error : 0.152496 	 Accuracy : 0.80988
Epoch : 6 	 Error : 0.152136 	 Accuracy : 0.812874
Epoch : 7 	 Error : 0.15204 	 Accuracy : 0.812874
Epoch : 8 	 Error : 0.153977 	 Accuracy : 0.812874
Epoch : 9 	 Error : 0.153746 	 Accuracy : 0.79491
Epoch : 10 	 Error : 0.151771 	 Accuracy : 0.812874
Epoch : 11 	 Error : 0.150432 	 Accuracy : 0.812874
Epoch : 12 	 Error : 0.149727 	 Accuracy : 0.812874
Epoch : 13 	 Error : 0.149147 	 Accuracy : 0.811377
Epoch : 14 	 Error : 0.148541 	 Accuracy : 0.811377
Epoch : 15 	 Error : 0.147657 	 Accuracy : 0.811377
Epoch : 16 	 Error : 0.147405 	 Accuracy : 0.814371
Epoch : 17 	 Error : 0.14781 	 Accuracy : 0.808383
Epoch : 18 	 Error : 0.146096 	 Accuracy : 0.815868
Epoch : 19 	 Error : 0.143889 	 Accuracy : 0.815868
Epoch : 20 	 Error : 0.143754 	 Accuracy : 0.817365
Epoch : 21 	 Error : 0.143399 	 Accuracy : 0.815868
Epoch : 22 	 Error : 0.143812 	 Accuracy : 0.812874
Epoch : 23 	 Error : 0.142318 	 Accuracy : 0.815868
Epoch : 24 	 Error : 0.142457 	 Accuracy : 0.815868
Epoch : 25 	 Error : 0.141445 	 Accuracy : 0.815868
Epoch : 26 	 Error : 0.141481 	 Accuracy : 0.815868
Epoch : 27 	 Error : 0.140983 	 Accuracy : 0.815868
Epoch : 28 	 Error : 0.141406 	 Accuracy : 0.812874
Epoch : 29 	 Error : 0.140465 	 Accuracy : 0.814371
